Correlation Leaderboard - Last Updated: 2025-03-30T17:37:36.663+00:00
==========================================================================================================================================================================================================================================================
 lag pos_value pos_indicator pos_params                            pos_symbol pos_timeframe pos_dataset       pos_config_id pos_source_db pos_timestamp           neg_value neg_indicator        neg_params                                         neg_symbol neg_timeframe neg_dataset       neg_config_id neg_source_db neg_timestamp          
28   1.000000   ichimoku       {"kijun":28,"senkou":50,"tenkan":9} SOLUSDT    1d            20200811-20250330 12492         SOLUSDT_1d.db 2025-03-30 12:09:05.435 -0.615239                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:34:23.011
29   1.000000   ichimoku       {"kijun":29,"senkou":52,"tenkan":5} SOLUSDT    1d            20200811-20250330 12513         SOLUSDT_1d.db 2025-03-30 12:09:15.479 -0.615563                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:34:30.503
30   1.000000   ichimoku       {"kijun":30,"senkou":95,"tenkan":8} SOLUSDT    1d            20200811-20250330 12566         SOLUSDT_1d.db 2025-03-30 12:09:41.856 -0.615922                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:34:37.881
31   0.984644   ichimoku       {"kijun":26,"senkou":52,"tenkan":9} SOLUSDT    1d            20200811-20250330 11447         SOLUSDT_1d.db 2025-03-30 12:01:20.295 -0.616136                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:34:45.493
32   0.996994   ichimoku     {"kijun":31,"senkou":104,"tenkan":17} SOLUSDT    1d            20200811-20250330 12635         SOLUSDT_1d.db 2025-03-30 12:10:10.340 -0.616400                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:34:52.791
33   0.996990   ichimoku     {"kijun":34,"senkou":187,"tenkan":24} SOLUSDT    1d            20200811-20250330 12652         SOLUSDT_1d.db 2025-03-30 12:10:19.343 -0.616694                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:35:00.165
34   0.994120   ichimoku      {"kijun":36,"senkou":52,"tenkan":24} SOLUSDT    1d            20200811-20250330 12692         SOLUSDT_1d.db 2025-03-30 12:10:37.722 -0.616892                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:35:07.816
35   0.981597   ichimoku      {"kijun":29,"senkou":39,"tenkan":13} SOLUSDT    1d            20200811-20250330 12735         SOLUSDT_1d.db 2025-03-30 12:11:01.636 -0.617163                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:35:15.187
36   1.000000   ichimoku      {"kijun":36,"senkou":59,"tenkan":26} SOLUSDT    1d            20200811-20250330 12779         SOLUSDT_1d.db 2025-03-30 12:11:27.256 -0.617505                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:35:23.231
37   1.000000   ichimoku      {"kijun":37,"senkou":54,"tenkan":12} SOLUSDT    1d            20200811-20250330 12815         SOLUSDT_1d.db 2025-03-30 12:11:41.666 -0.617797                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:35:31.003
38   0.991115   ichimoku       {"kijun":41,"senkou":80,"tenkan":5} SOLUSDT    1d            20200811-20250330 12847         SOLUSDT_1d.db 2025-03-30 12:11:53.666 -0.618180                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:35:38.641
39   0.969108   ichimoku       {"kijun":29,"senkou":58,"tenkan":3} SOLUSDT    1d            20200811-20250330 12866         SOLUSDT_1d.db 2025-03-30 12:12:02.503 -0.618615                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:35:45.852
40   0.987922   ichimoku       {"kijun":44,"senkou":84,"tenkan":8} SOLUSDT    1d            20200811-20250330 12905         SOLUSDT_1d.db 2025-03-30 12:12:20.317 -0.619058                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:35:54.770
41   0.984474   ichimoku      {"kijun":46,"senkou":113,"tenkan":9} SOLUSDT    1d            20200811-20250330 12969         SOLUSDT_1d.db 2025-03-30 12:12:53.958 -0.619479                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:36:03.086
42   1.000000   ichimoku     {"kijun":42,"senkou":195,"tenkan":21} SOLUSDT    1d            20200811-20250330 12974         SOLUSDT_1d.db 2025-03-30 12:12:55.044 -0.619994                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:36:11.000
43   0.996970   ichimoku     {"kijun":42,"senkou":184,"tenkan":19} SOLUSDT    1d            20200811-20250330 13038         SOLUSDT_1d.db 2025-03-30 12:13:25.715 -0.620368                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:36:19.754
44   1.000000   ichimoku      {"kijun":44,"senkou":190,"tenkan":5} SOLUSDT    1d            20200811-20250330 13048         SOLUSDT_1d.db 2025-03-30 12:13:30.888 -0.620622                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:36:27.442
45   0.996963   ichimoku      {"kijun":46,"senkou":47,"tenkan":40} SOLUSDT    1d            20200811-20250330 13086         SOLUSDT_1d.db 2025-03-30 12:13:45.063 -0.620915                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:36:33.935
46   0.936329   ichimoku       {"kijun":26,"senkou":52,"tenkan":9} SOLUSDT    1d            20200811-20250330 11447         SOLUSDT_1d.db 2025-03-30 12:01:20.615 -0.621294                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:36:41.845
47   0.981350   ichimoku      {"kijun":53,"senkou":66,"tenkan":29} SOLUSDT    1d            20200811-20250330 13152         SOLUSDT_1d.db 2025-03-30 12:14:22.753 -0.621746                 natr                                 {"timeperiod":200} SOLUSDT    1d            20200811-20250330 24278         SOLUSDT_1d.db 2025-03-30 14:36:49.855
